customEvent:face_count | deviceCategory | eventCount
242478 | desktop | 1
242578 | desktop | 1
242585 | desktop | 1
2426 | desktop | 1
24286 | desktop | 1
24392 | desktop | 1
244546 | desktop | 1
244625 | desktop | 1
244647 | desktop | 1
244674 | desktop | 1
244707 | desktop | 1
24555 | desktop | 1
245749 | desktop | 1
246153 | desktop | 1
24636 | desktop | 1
24646 | desktop | 1
24653 | desktop | 1
24705 | desktop | 1
24738 | desktop | 1
249214 | desktop | 1
249928 | desktop | 1
24999 | desktop | 1
250056 | desktop | 1
250547 | desktop | 1
25260 | desktop | 1
25341 | desktop | 1
253670 | desktop | 1
25395 | desktop | 1
2543 | desktop | 1
254526 | desktop | 1
25479 | desktop | 1
25508 | mobile | 1
255473 | desktop | 1
256706 | desktop | 1
2572 | desktop | 1
25731 | desktop | 1
2584 | desktop | 1
2594 | desktop | 1
25958 | desktop | 1
259623 | desktop | 1
259813 | desktop | 1
259825 | tablet | 1
259876 | desktop | 1
260448 | desktop | 1
260481 | desktop | 1
260558 | desktop | 1
26064 | desktop | 1
260761 | desktop | 1
263946 | desktop | 1
26534 | desktop | 1
265894 | desktop | 1
2660 | desktop | 1
266669 | desktop | 1
267136 | desktop | 1
267227 | desktop | 1
267459 | desktop | 1
26746 | desktop | 1
268138 | desktop | 1
2684 | desktop | 1
270053 | desktop | 1
27170 | desktop | 1
272268 | desktop | 1
273590 | desktop | 1
276190 | desktop | 1
27646 | desktop | 1
27777 | desktop | 1
278225 | desktop | 1
278242 | desktop | 1
278944 | desktop | 1
279312 | desktop | 1
280460 | desktop | 1
28141 | desktop | 1
28207 | desktop | 1
283469 | desktop | 1
283692 | desktop | 1
28383 | desktop | 1
284 | desktop | 1
284023 | desktop | 1
28430 | desktop | 1
28470 | desktop | 1
28576 | desktop | 1
286325 | desktop | 1
286828 | desktop | 1
28778 | desktop | 1
287985 | desktop | 1
288896 | desktop | 1
2892 | desktop | 1
289215 | desktop | 1
289575 | desktop | 1
289656 | desktop | 1
28974 | desktop | 1
29037 | desktop | 1
290404 | desktop | 1
291200 | desktop | 1
29343 | desktop | 1
2956 | desktop | 1
2959 | desktop | 1
296 | desktop | 1
297106 | desktop | 1
2992 | desktop | 1
29927 | desktop | 1
299702 | desktop | 1
299968 | desktop | 1
300000 | desktop | 1
300788 | desktop | 1
302442 | desktop | 1
302613 | desktop | 1
302858 | desktop | 1
303532 | desktop | 1
303702 | desktop | 1
3052 | mobile | 1
305397 | desktop | 1
30540 | desktop | 1
305734 | desktop | 1
30574 | desktop | 1
30598 | desktop | 1
30639 | desktop | 1
30642 | desktop | 1
30756 | desktop | 1
308356 | desktop | 1
308464 | desktop | 1
309180 | desktop | 1
3094 | desktop | 1
30956 | desktop | 1
31008 | desktop | 1
310321 | desktop | 1
310573 | desktop | 1
310977 | desktop | 1
31163 | desktop | 1
31264 | desktop | 1
31288 | mobile | 1
3132 | desktop | 1
313332 | desktop | 1
313556 | desktop | 1
316272 | desktop | 1
31632 | desktop | 1
31795 | desktop | 1
318298 | desktop | 1
31886 | desktop | 1
31939 | desktop | 1
319805 | desktop | 1
319967 | desktop | 1
32057 | mobile | 1
321722 | desktop | 1
32242 | desktop | 1
323749 | desktop | 1
325541 | desktop | 1
32560 | desktop | 1
326097 | desktop | 1
3262 | desktop | 1
32628 | desktop | 1
326724 | desktop | 1
3271 | desktop | 1
327225 | desktop | 1
327472 | desktop | 1
3276 | desktop | 1
327721 | desktop | 1
327750 | desktop | 1
328124 | desktop | 1
328362 | desktop | 1
328652 | desktop | 1
329423 | desktop | 1
330 | desktop | 1
330708 | desktop | 1
332 | desktop | 1
332464 | desktop | 1
3327 | desktop | 1
33311 | desktop | 1
333660 | desktop | 1
334611 | desktop | 1
33552 | mobile | 1
33564 | desktop | 1
336655 | desktop | 1
336730 | desktop | 1
33682 | desktop | 1
338358 | desktop | 1
339334 | desktop | 1
3405 | desktop | 1
34054 | desktop | 1
34056 | desktop | 1
341933 | desktop | 1
342999 | desktop | 1
3452 | desktop | 1
3456 | desktop | 1
34654 | desktop | 1
347339 | desktop | 1
34740 | desktop | 1
348148 | desktop | 1
3494 | desktop | 1
349921 | desktop | 1
349927 | desktop | 1
349946 | desktop | 1
349978 | desktop | 1
349990 | desktop | 1
350000 | desktop | 1
350288 | desktop | 1
352225 | desktop | 1
352424 | desktop | 1
352432 | desktop | 1
35250 | desktop | 1
35490 | desktop | 1
355386 | desktop | 1
355904 | desktop | 1
355928 | desktop | 1
356078 | desktop | 1
35662 | desktop | 1
3587 | desktop | 1
358797 | desktop | 1
36177 | desktop | 1
36185 | desktop | 1
36284 | desktop | 1
3632 | desktop | 1
36323 | desktop | 1
36338 | desktop | 1
3634 | desktop | 1
3645 | desktop | 1
364500 | mobile | 1
36505 | desktop | 1
3664 | desktop | 1
36679 | desktop | 1
36686 | desktop | 1
3680 | desktop | 1
368655 | desktop | 1
369334 | desktop | 1
3696 | mobile | 1
369906 | desktop | 1
37057 | desktop | 1
370739 | desktop | 1
3717 | desktop | 1
3718 | mobile | 1
3721 | desktop | 1
372331 | desktop | 1
37254 | desktop | 1
37260 | desktop | 1
372794 | desktop | 1
3728 | desktop | 1
373598 | desktop | 1
37365 | desktop | 1
37423 | desktop | 1
374600 | desktop | 1
374886 | desktop | 1
375000 | desktop | 1
376232 | desktop | 1
376987 | desktop | 1
37723 | desktop | 1
37744 | desktop | 1
377733 | desktop | 1
378512 | desktop | 1
38074 | desktop | 1
381167 | desktop | 1
38132 | desktop | 1
3828 | desktop | 1
3829 | desktop | 1
383439 | desktop | 1
383779 | desktop | 1
383968 | desktop | 1
38421 | desktop | 1
38435 | desktop | 1
38581 | desktop | 1
3860 | desktop | 1
38610 | desktop | 1
386399 | desktop | 1
388164 | desktop | 1
388681 | desktop | 1
38990 | desktop | 1
39 | desktop | 1
3916 | desktop | 1
392647 | desktop | 1
393300 | desktop | 1
395133 | desktop | 1
39578 | desktop | 1
396315 | desktop | 1
39633 | desktop | 1
397722 | desktop | 1
397924 | desktop | 1
39964 | desktop | 1
39984 | desktop | 1
400176 | mobile | 1
400677 | desktop | 1
4016 | desktop | 1
4020 | desktop | 1
40298 | desktop | 1
40319 | desktop | 1
40351 | desktop | 1
40371 | desktop | 1
40400 | desktop | 1
4054 | desktop | 1
406288 | desktop | 1
40652 | desktop | 1
409655 | desktop | 1
412 | desktop | 1
412045 | mobile | 1
414537 | desktop | 1
414698 | desktop | 1
415584 | desktop | 1
418 | desktop | 1
4180 | desktop | 1
42119 | desktop | 1
422171 | desktop | 1
422414 | desktop | 1
42316 | desktop | 1
424557 | desktop | 1
425250 | desktop | 1
4262 | desktop | 1
4265 | desktop | 1
427440 | desktop | 1
428818 | desktop | 1
430401 | desktop | 1
430776 | desktop | 1
43400 | desktop | 1
435080 | desktop | 1
43558 | desktop | 1
43702 | desktop | 1
43734 | desktop | 1
437784 | desktop | 1
438149 | desktop | 1
439868 | desktop | 1
44006 | desktop | 1
44027 | desktop | 1
442094 | desktop | 1
444 | desktop | 1
44406 | desktop | 1
445841 | desktop | 1
44636 | desktop | 1
4464 | desktop | 1
4475 | desktop | 1
44888 | desktop | 1
44955 | desktop | 1
450054 | desktop | 1
45023 | desktop | 1
4516 | desktop | 1
45166 | desktop | 1
45227 | desktop | 1
4523 | desktop | 1
45281 | desktop | 1
45314 | desktop | 1
45320 | desktop | 1
45370 | desktop | 1
45698 | desktop | 1
458139 | desktop | 1
45818 | desktop | 1
4583 | desktop | 1
4592 | desktop | 1
46015 | desktop | 1
461808 | desktop | 1
4644 | desktop | 1
466 | mobile | 1
4670 | desktop | 1
469032 | desktop | 1
46984 | desktop | 1
470374 | desktop | 1
47103 | desktop | 1
47126 | desktop | 1
471637 | desktop | 1
47225 | desktop | 1
4727 | desktop | 1
472880 | desktop | 1
474572 | desktop | 1
47517 | desktop | 1
476394 | desktop | 1
47796 | desktop | 1
4785 | desktop | 1
479888 | desktop | 1
480575 | desktop | 1
481118 | desktop | 1
483103 | desktop | 1
48664 | desktop | 1
4893 | desktop | 1
489396 | desktop | 1
489462 | desktop | 1
48967 | desktop | 1
490416 | desktop | 1
490518 | desktop | 1
490763 | desktop | 1
49094 | desktop | 1
492 | mobile | 1
49272 | desktop | 1
493987 | desktop | 1
4949 | desktop | 1
497194 | desktop | 1
497816 | desktop | 1
497926 | desktop | 1
49928 | desktop | 1
499295 | desktop | 1
499455 | desktop | 1
499650 | desktop | 1
499854 | desktop | 1
500 | desktop | 1
500605 | desktop | 1
5008 | desktop | 1
50097 | desktop | 1
501049 | desktop | 1
501444 | desktop | 1
504583 | desktop | 1
5056 | desktop | 1
50646 | desktop | 1
5068 | desktop | 1
50756 | desktop | 1
507578 | desktop | 1
511447 | desktop | 1
51145 | desktop | 1
5116 | desktop | 1
511984 | desktop | 1
512 | desktop | 1
51209 | desktop | 1
5126 | desktop | 1
512632 | desktop | 1
513 | desktop | 1
513369 | desktop | 1
513670 | desktop | 1
5138 | desktop | 1
51382 | desktop | 1
513848 | desktop | 1
516418 | desktop | 1
516758 | desktop | 1
51713 | desktop | 1
5184 | desktop | 1
51974 | desktop | 1
52157 | desktop | 1
521816 | desktop | 1
522061 | desktop | 1
52222 | desktop | 1
523168 | desktop | 1
5244 | desktop | 1
52656 | mobile | 1
52667 | desktop | 1
5274 | desktop | 1
5278 | desktop | 1
527849 | desktop | 1
529516 | desktop | 1
53081 | mobile | 1
530813 | desktop | 1
530895 | desktop | 1
53130 | desktop | 1
5326 | desktop | 1
532848 | desktop | 1
53290 | desktop | 1
53394 | desktop | 1
535999 | desktop | 1
53652 | desktop | 1
537752 | desktop | 1
537840 | desktop | 1
541064 | desktop | 1
54159 | desktop | 1
542607 | desktop | 1
542648 | desktop | 1
542859 | desktop | 1
54320 | desktop | 1
553451 | desktop | 1
553861 | desktop | 1
5545 | desktop | 1
55457 | desktop | 1
554779 | desktop | 1
555728 | desktop | 1
555774 | desktop | 1
556102 | desktop | 1
556751 | desktop | 1
559050 | desktop | 1
55918 | desktop | 1
559334 | desktop | 1
560111 | desktop | 1
56143 | desktop | 1
56150 | desktop | 1
56154 | desktop | 1
56155 | desktop | 1
56156 | desktop | 1
56158 | desktop | 1
56162 | desktop | 1
5618 | desktop | 1
56273 | desktop | 1
56292 | desktop | 1
56317 | desktop | 1
56364 | desktop | 1
56382 | desktop | 1
5649 | desktop | 1
56544 | desktop | 1
5658 | desktop | 1
5662 | desktop | 1
56682 | desktop | 1
567915 | desktop | 1
56984 | desktop | 1
570086 | desktop | 1
57319 | desktop | 1
57404 | desktop | 1
5763 | desktop | 1
5767 | desktop | 1
57885 | desktop | 1
578938 | desktop | 1
5826 | desktop | 1
58432 | desktop | 1
58471 | desktop | 1
58495 | desktop | 1
584953 | desktop | 1
585464 | desktop | 1
5859 | desktop | 1
5896 | desktop | 1
589780 | desktop | 1
589900 | desktop | 1
589978 | desktop | 1
589984 | desktop | 1
589988 | desktop | 1
589996 | desktop | 1
591774 | desktop | 1
591988 | desktop | 1
59218 | desktop | 1
592492 | desktop | 1
59286 | desktop | 1
593 | desktop | 1
5939 | desktop | 1
59400 | desktop | 1
594467 | desktop | 1
594482 | desktop | 1
595184 | desktop | 1
597859 | desktop | 1
59954 | desktop | 1
60 | desktop | 1
6002 | desktop | 1
60026 | desktop | 1
600397 | desktop | 1
6012 | desktop | 1
601340 | mobile | 1
60352 | mobile | 1
605416 | desktop | 1
606 | desktop | 1
60684 | desktop | 1
60968 | desktop | 1
613092 | mobile | 1
614680 | mobile | 1
61721 | desktop | 1
617586 | desktop | 1
62112 | desktop | 1
622661 | desktop | 1
62278 | desktop | 1
624002 | desktop | 1
627307 | desktop | 1
62754 | desktop | 1
628452 | desktop | 1
62888 | desktop | 1
6290 | desktop | 1
629350 | desktop | 1
63168 | desktop | 1
632264 | desktop | 1
632694 | desktop | 1
6329 | desktop | 1
632957 | desktop | 1
63486 | desktop | 1
6349 | desktop | 1
636432 | desktop | 1
636814 | mobile | 1
6376 | desktop | 1
637968 | desktop | 1
63963 | desktop | 1
64 | desktop | 1
64016 | desktop | 1
642 | desktop | 1
64200 | desktop | 1
6449 | desktop | 1
6457 | desktop | 1
646347 | desktop | 1
64651 | desktop | 1
64653 | desktop | 1
648 | desktop | 1
651234 | tablet | 1
651428 | desktop | 1
652167 | mobile | 1
65330 | desktop | 1
65368 | desktop | 1
65385 | desktop | 1
659208 | desktop | 1
659950 | desktop | 1
660 | desktop | 1
661509 | desktop | 1
66301 | desktop | 1
66307 | desktop | 1
66341 | desktop | 1
66358 | desktop | 1
664642 | desktop | 1
666081 | desktop | 1
6665 | desktop | 1
667 | desktop | 1
667044 | desktop | 1
669146 | desktop | 1
670870 | desktop | 1
670918 | tablet | 1
672834 | desktop | 1
674363 | desktop | 1
67516 | desktop | 1
67530 | desktop | 1
67538 | desktop | 1
675401 | desktop | 1
67648 | desktop | 1
677547 | desktop | 1
677938 | desktop | 1
67942 | desktop | 1
682099 | desktop | 1
682556 | desktop | 1
684846 | desktop | 1
686019 | desktop | 1
686274 | desktop | 1
68764 | desktop | 1
687960 | desktop | 1
688 | desktop | 1
691356 | desktop | 1
69170 | desktop | 1
69456 | desktop | 1
69457 | mobile | 1
696292 | desktop | 1
696870 | desktop | 1
697 | desktop | 1
6996 | desktop | 1
700104 | desktop | 1
700211 | desktop | 1
706310 | desktop | 1
706690 | desktop | 1
706852 | desktop | 1
708 | desktop | 1
71 | desktop | 1
7114 | desktop | 1
711472 | desktop | 1
71190 | desktop | 1
713014 | desktop | 1
714790 | desktop | 1
714896 | desktop | 1
7152 | desktop | 1
716 | desktop | 1
717111 | desktop | 1
717390 | desktop | 1
71800 | desktop | 1
71992 | desktop | 1
7226 | desktop | 1
7237 | desktop | 1
72378 | desktop | 1
724 | desktop | 1
72746 | desktop | 1
728 | desktop | 1
72918 | desktop | 1
72963 | desktop | 1
73022 | desktop | 1
73055 | desktop | 1
731678 | desktop | 1
732701 | desktop | 1
733245 | desktop | 1
734581 | desktop | 1
734802 | desktop | 1
735401 | desktop | 1
73718 | desktop | 1
738314 | desktop | 1
74018 | desktop | 1
744 | desktop | 1
744144 | desktop | 1
74539 | desktop | 1
745593 | desktop | 1
7477 | desktop | 1
74835 | desktop | 1
748838 | desktop | 1
7491 | desktop | 1
749931 | desktop | 1
75130 | desktop | 1
752 | desktop | 1
7551 | desktop | 1
75606 | desktop | 1
75828 | desktop | 1
759491 | desktop | 1
759720 | desktop | 1
760 | desktop | 1
76001 | desktop | 1
7608 | desktop | 1
76148 | desktop | 1
76198 | desktop | 1
762414 | desktop | 1
76291 | desktop | 1
763984 | desktop | 1
764529 | desktop | 1
764531 | desktop | 1
76484 | desktop | 1
765771 | desktop | 1
7670 | desktop | 1
767718 | desktop | 1
76808 | desktop | 1
7702 | desktop | 1
770433 | mobile | 1
77064 | desktop | 1
77185 | desktop | 1
77196 | desktop | 1
7731 | desktop | 1
77471 | desktop | 1
77490 | desktop | 1
77502 | desktop | 1
775460 | mobile | 1
77593 | desktop | 1
77682 | desktop | 1
77713 | desktop | 1
779 | desktop | 1
78212 | desktop | 1
78294 | desktop | 1
7838 | desktop | 1
783847 | desktop | 1
785215 | desktop | 1
78641 | desktop | 1
7873 | desktop | 1
789477 | desktop | 1
793 | desktop | 1
7942 | desktop | 1
795236 | desktop | 1
797018 | desktop | 1
79722 | desktop | 1
7984 | desktop | 1
80101 | desktop | 1
80110 | desktop | 1
80132 | desktop | 1
801611 | desktop | 1
8019 | desktop | 1
802124 | desktop | 1
80309 | desktop | 1
80462 | desktop | 1
80504 | desktop | 1
80613 | desktop | 1
807580 | desktop | 1
808014 | desktop | 1
808284 | desktop | 1
810513 | desktop | 1
811226 | desktop | 1
811300 | desktop | 1
814135 | desktop | 1
81421 | desktop | 1
81629 | desktop | 1
81766 | desktop | 1
8183 | desktop | 1
8192 | mobile | 1
820469 | desktop | 1
82105 | desktop | 1
82175 | desktop | 1
82319 | desktop | 1
823381 | desktop | 1
82461 | desktop | 1
82535 | desktop | 1
82924 | desktop | 1
82962 | desktop | 1
83117 | desktop | 1
83250 | desktop | 1
83366 | desktop | 1
83568 | desktop | 1
83698 | desktop | 1
84309 | desktop | 1
84312 | desktop | 1
843582 | desktop | 1
846058 | desktop | 1
849958 | desktop | 1
850234 | desktop | 1
8518 | desktop | 1
854850 | desktop | 1
85489 | desktop | 1
855011 | desktop | 1
86030 | desktop | 1
860323 | desktop | 1
860544 | desktop | 1
86082 | desktop | 1
86262 | desktop | 1
86325 | desktop | 1
864 | desktop | 1
86413 | desktop | 1
867326 | desktop | 1
867537 | desktop | 1
867541 | desktop | 1
86786 | desktop | 1
86865 | desktop | 1
8695 | desktop | 1
86958 | desktop | 1
869710 | desktop | 1
869864 | desktop | 1
8748 | desktop | 1
874895 | desktop | 1
876725 | desktop | 1
87857 | desktop | 1
879474 | desktop | 1
881796 | desktop | 1
882 | desktop | 1
8820 | desktop | 1
883004 | desktop | 1
88420 | desktop | 1
884862 | desktop | 1
8872 | desktop | 1
88786 | desktop | 1
89174 | desktop | 1
89344 | desktop | 1
8980 | desktop | 1
900086 | desktop | 1
900270 | desktop | 1
900420 | desktop | 1
90064 | desktop | 1
901040 | desktop | 1
9014 | desktop | 1
903852 | mobile | 1
906574 | desktop | 1
907016 | desktop | 1
907896 | desktop | 1
90851 | desktop | 1
908536 | desktop | 1
908542 | desktop | 1
90895 | desktop | 1
90916 | desktop | 1
912035 | desktop | 1
912686 | desktop | 1
913610 | desktop | 1
917556 | desktop | 1
917970 | desktop | 1
91834 | desktop | 1
9190 | desktop | 1
919846 | desktop | 1
920244 | desktop | 1
92194 | desktop | 1
922476 | desktop | 1
922488 | desktop | 1
923380 | desktop | 1
9238 | desktop | 1
923955 | desktop | 1
924666 | desktop | 1
927994 | desktop | 1
928 | desktop | 1
9282 | desktop | 1
928232 | desktop | 1
9288 | desktop | 1
92988 | desktop | 1
93 | desktop | 1
930382 | desktop | 1
93040 | desktop | 1
930677 | desktop | 1
934 | desktop | 1
93540 | desktop | 1
9366 | desktop | 1
9370 | desktop | 1
937139 | desktop | 1
937401 | desktop | 1
9378 | desktop | 1
937906 | desktop | 1
9394 | desktop | 1
939956 | desktop | 1
9411 | desktop | 1
94280 | desktop | 1
943445 | desktop | 1
944503 | desktop | 1
9453 | desktop | 1
945691 | desktop | 1
9458 | desktop | 1
94583 | desktop | 1
94594 | desktop | 1
947628 | desktop | 1
947938 | desktop | 1
948093 | desktop | 1
95150 | desktop | 1
952127 | desktop | 1
95318 | desktop | 1
956 | desktop | 1
95760 | desktop | 1
957986 | desktop | 1
959881 | desktop | 1
961410 | desktop | 1
96432 | desktop | 1
965346 | desktop | 1
969336 | mobile | 1
9695 | desktop | 1
969642 | desktop | 1
97270 | desktop | 1
976330 | desktop | 1
97815 | desktop | 1
978526 | desktop | 1
97968 | desktop | 1
980082 | desktop | 1
98023 | desktop | 1
981799 | desktop | 1
984730 | desktop | 1
98525 | desktop | 1
985796 | desktop | 1
988236 | desktop | 1
992790 | desktop | 1
995230 | desktop | 1
995631 | desktop | 1
998922 | desktop | 1
998970 | desktop | 1
999717 | desktop | 1
999880 | desktop | 1
999920 | desktop | 1
999978 | desktop | 1
999983 | desktop | 1
999996 | desktop | 1
(2107 rows)
