74459 input:pmpZero=231 robustZero=33 committed:pmpZero=91 robustZero=17 final:pmpZero=17 robustZero=1
72869 input:pmpZero=2 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=2 robustZero=0
277710 input:pmpZero=49 robustZero=53 committed:pmpZero=7 robustZero=7 final:pmpZero=0 robustZero=0
278155 input:pmpZero=345 robustZero=0 committed:pmpZero=47 robustZero=1 final:pmpZero=342 robustZero=0
243014 input:pmpZero=2 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=4 robustZero=0
87657 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
415278 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
58168 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
1368059 input:pmpZero=240 robustZero=0 committed:pmpZero=62 robustZero=6 final:pmpZero=181 robustZero=0
81214 input:pmpZero=36 robustZero=0 committed:pmpZero=7 robustZero=3 final:pmpZero=34 robustZero=0
278460 input:pmpZero=7 robustZero=0 committed:pmpZero=2 robustZero=1 final:pmpZero=5 robustZero=0
1458705 input:pmpZero=8 robustZero=8 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
113999 input:pmpZero=0 robustZero=0 committed:pmpZero=2 robustZero=2 final:pmpZero=2 robustZero=2
648236 input:pmpZero=10 robustZero=10 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
81206 input:pmpZero=23 robustZero=0 committed:pmpZero=1 robustZero=0 final:pmpZero=23 robustZero=0
61635 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
63557 input:pmpZero=1 robustZero=1 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
81202 input:pmpZero=28 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=19 robustZero=0
472131 input:pmpZero=2 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=1 robustZero=0
39108 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
78253 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
37992 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
1043471 input:pmpZero=318 robustZero=0 committed:pmpZero=99 robustZero=0 final:pmpZero=317 robustZero=0
79239 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
1494102 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
702400 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
358353 input:pmpZero=77 robustZero=0 committed:pmpZero=1 robustZero=0 final:pmpZero=53 robustZero=0
399563 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
97674 input:pmpZero=36 robustZero=0 committed:pmpZero=16 robustZero=0 final:pmpZero=36 robustZero=0
1344061 input:pmpZero=81 robustZero=0 committed:pmpZero=16 robustZero=3 final:pmpZero=94 robustZero=0
117000 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
399567 input:pmpZero=6 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=6 robustZero=0
150242 input:pmpZero=7 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=4 robustZero=0
115733 input:pmpZero=0 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=0 robustZero=0
353684 input:pmpZero=5 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=5 robustZero=0
667995 input:pmpZero=3 robustZero=0 committed:pmpZero=0 robustZero=0 final:pmpZero=3 robustZero=0
