id	categories	faces	native 0.5.0 after	native final after	verdict(native)	audit 0.5.0 flagged steps	audit final flagged steps	ASan final	WASM 0.5.0	WASM final
128329	degen,selfint	486	wt/h0/c1/z11/v30497.9	wt/h0/c1/z0/v30497.9	better:degen-	0	0	completed	wt/h0/c1/z11	wt/h0/c1/z0
128558	clean	252	wt/h0/c1/z0/v184861.2	wt/h0/c1/z0/v184861.1	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
129789	degen,selfint	5764	wt/h0/c1/z72/v46371.6	wt/h0/c1/z0/v46371.7	better:degen-	0	0	completed	wt/h0/c1/z72	wt/h0/c1/z0
129920	clean	1566	wt/h0/c1/z0/v0	wt/h0/c1/z0/v0	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
129932	clean	848	wt/h0/c1/z0/v0	wt/h0/c1/z0/v0	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
130061	nmV,nmE,dup,selfint	90414	open/h33/c3/z926/v19392	wt/h0/c1/z0/v19393.3	better:wt,holes-,degen-,comps-	0	0	(>20MB, skipped)	open/h33/c3/z926	wt/h0/c1/z0
132053	nmV,selfint	2628	open/h1/c2/z0/v81059.9	wt/h0/c2/z0/v81036.5	better:wt,holes-	0	0	completed	open/h1/c2/z0	wt/h0/c2/z0
132062	degen,selfint	178	wt/h0/c1/z3/v8389.7	wt/h0/c1/z0/v8389.7	better:degen-	0	0	completed	wt/h0/c1/z3	wt/h0/c1/z0
132432	nmV,selfint	290080	open/h401/c463/z1707/v541815	wt/h0/c1/z2/v541847.9	better:wt,holes-,degen-,comps-	1	0	(>20MB, skipped)	open/h401/c463/z1707	wt/h0/c1/z2
132444	multi	64	wt/h0/c2/z0/v68.7	wt/h0/c2/z0/v68.7	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
132449	multi	1920	wt/h0/c4/z0/v687.1	wt/h0/c4/z0/v687.1	same	0	0	completed	wt/h0/c4/z0	wt/h0/c4/z0
133077	selfint	263496	wt/h0/c1/z0/v74616.4	wt/h0/c1/z0/v74616.9	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
134543	clean	4338	wt/h0/c1/z0/v4624.2	wt/h0/c1/z0/v4624.1	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
134609	open,selfint	4940	wt/h0/c1/z0/v61101	wt/h0/c1/z0/v61101	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
135675	clean	19678	wt/h0/c1/z2/v28027.6	wt/h0/c1/z0/v28027.6	better:degen-	0	0	completed	wt/h0/c1/z2	wt/h0/c1/z0
136167	degen,multi,selfint	6542	wt/h0/c21/z8/v56759.3	wt/h0/c21/z0/v56759	changed:vol(0.5.0 too)	0	0	completed	wt/h0/c21/z8	wt/h0/c21/z0
138092	nmV,nmE,dup,multi,selfint	7092	wt/h0/c3/z0/v2751	wt/h0/c3/z0/v2750.9	same	0	0	completed	wt/h0/c3/z0	wt/h0/c3/z0
138093	nmV,nmE,dup,multi,selfint	7092	wt/h0/c3/z0/v3270.1	wt/h0/c3/z0/v3270	same	0	0	completed	wt/h0/c3/z0	wt/h0/c3/z0
140545	multi	876	wt/h0/c3/z0/v5280.5	wt/h0/c3/z0/v5280.5	same	0	0	completed	wt/h0/c3/z0	wt/h0/c3/z0
148452	degen,multi,selfint	15172	wt/h0/c82/z807/v2587.9	wt/h0/c82/z8/v2587.9	better:degen-	0	0	completed	wt/h0/c82/z807	wt/h0/c82/z8
178199	clean	4706	wt/h0/c1/z0/v2024.5	wt/h0/c1/z0/v2024.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
178200	clean	2710	wt/h0/c1/z0/v3086.4	wt/h0/c1/z0/v3086.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
188500	clean	1108	wt/h0/c1/z0/v5809.8	wt/h0/c1/z0/v5809.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
191081	multi	3668	wt/h0/c2/z0/v9606.2	wt/h0/c2/z0/v9606.2	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
192039	open,selfint	1096	wt/h0/c1/z0/v27470.7	wt/h0/c1/z0/v27470.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
200005	clean	1356	wt/h0/c1/z0/v484	wt/h0/c1/z0/v484	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
200075	clean	43956	wt/h0/c1/z7/v11247.3	wt/h0/c1/z0/v11247.3	better:degen-	0	0	completed	wt/h0/c1/z7	wt/h0/c1/z0
203290	nmV,nmE,dup,selfint	14256	wt/h0/c3/z7/v3501.2	wt/h0/c2/z0/v3501.2	better:degen-,comps-	0	0	completed	wt/h0/c3/z7	wt/h0/c2/z0
208722	degen,multi,selfint	504	wt/h0/c4/z3/v60730.6	wt/h0/c4/z0/v60730.6	better:degen-	0	0	completed	wt/h0/c4/z3	wt/h0/c4/z0
214482	clean	4660	wt/h0/c1/z0/v46746	wt/h0/c1/z0/v46746	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
215386	nmV,multi,unoriented,selfint	536904	open/h7/c2/z0/v176683.4	wt/h0/c2/z0/v176628	better:wt,holes-	0	0	(>20MB, skipped)	open/h7/c2/z0	wt/h0/c2/z0
215845	multi	2040	wt/h0/c2/z0/v26099.7	wt/h0/c2/z0/v26099.7	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
225354	degen,selfint	2088	wt/h0/c1/z174/v14344.8	wt/h0/c1/z0/v14344.8	better:degen-	0	0	completed	wt/h0/c1/z174	wt/h0/c1/z0
225967	clean	380	wt/h0/c1/z0/v1506.5	wt/h0/c1/z0/v1506.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
225978	clean	3076	wt/h0/c1/z0/v34694	wt/h0/c1/z0/v34694	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
227387	clean	444	wt/h0/c1/z0/v795.5	wt/h0/c1/z0/v795.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
236171	degen,selfint	708	wt/h0/c1/z5/v652.9	wt/h0/c1/z0/v652.9	better:degen-	0	0	completed	wt/h0/c1/z5	wt/h0/c1/z0
238415	nmV,nmE,selfint	12032	wt/h0/c2/z0/v100921.6	wt/h0/c2/z0/v100787.5	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
238420	clean	12098	wt/h0/c1/z0/v24274.4	wt/h0/c1/z0/v24274.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
238618	clean	1690	wt/h0/c1/z0/v9927.2	wt/h0/c1/z0/v9927.2	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
243018	multi	176	wt/h0/c2/z0/v3637.5	wt/h0/c2/z0/v3637.5	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
247517	nmV,selfint	145636	open/h22/c9/z631/v36466.5	wt/h0/c1/z0/v36475.3	better:wt,holes-,degen-,comps-	0	0	completed	open/h22/c9/z631	wt/h0/c1/z0
257589	multi	15654	wt/h0/c2/z179/v67694.1	wt/h0/c2/z0/v67696.6	better:degen-	0	0	completed	wt/h0/c2/z179	wt/h0/c2/z0
278141	nmV,multi,unoriented,selfint	101224	open/h224/c440/z1597/v38660.6	wt/h0/c29/z0/v30829	better:wt,holes-,degen-,comps-	1	0	completed	open/h224/c440/z1597	wt/h0/c29/z0
285602	nmV,nmE	28298	wt/h0/c2/z1/v14711.2	wt/h0/c2/z0/v14711.2	better:degen-	0	0	completed	wt/h0/c2/z1	wt/h0/c2/z0
288350	clean	548	wt/h0/c1/z0/v17916.7	wt/h0/c1/z0/v17916.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
289671	clean	1040	wt/h0/c1/z0/v2199.5	wt/h0/c1/z0/v2199.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
301922	selfint	4336	wt/h0/c1/z78/v20903.1	wt/h0/c1/z0/v20902.8	better:degen-	0	0	completed	wt/h0/c1/z78	wt/h0/c1/z0
303901	clean	706	wt/h0/c1/z0/v2536.7	wt/h0/c1/z0/v2536.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
314588	clean	7102	wt/h0/c1/z0/v2652	wt/h0/c1/z0/v2652.3	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
346290	nmV,nmE,multi,selfint	7620	open/h2/c8/z0/v2234.9	open/h2/c8/z0/v2234.9	same	0	0	completed	open/h2/c8/z0	open/h2/c8/z0
347935	selfint	7224	wt/h0/c1/z0/v2.4	wt/h0/c1/z0/v2.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
362398	multi	608	wt/h0/c5/z0/v16146.4	wt/h0/c5/z0/v16146.3	same	0	0	completed	wt/h0/c5/z0	wt/h0/c5/z0
365370	multi	29948	wt/h0/c2/z0/v47363.7	wt/h0/c2/z0/v47363.9	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
375065	clean	242390	wt/h0/c1/z0/v12506.3	wt/h0/c1/z0/v12506.4	same	0	0	(>20MB, skipped)	wt/h0/c1/z0	wt/h0/c1/z0
375237	clean	412	wt/h0/c1/z0/v1038.4	wt/h0/c1/z0/v1038.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
398303	nmV,open,selfint	100356	wt/h0/c1/z9/v8601.3	wt/h0/c1/z0/v8601.5	better:degen-	0	0	completed	wt/h0/c1/z9	wt/h0/c1/z0
405891	degen,multi,selfint	26510	wt/h0/c9/z200/v382772.7	wt/h0/c9/z0/v382775.1	better:degen-	0	0	completed	wt/h0/c9/z200	wt/h0/c9/z0
425319	multi,selfint	8224	wt/h0/c8/z0/v59272.6	wt/h0/c8/z0/v59272.6	same	0	0	completed	wt/h0/c8/z0	wt/h0/c8/z0
425345	nmV,nmE,open,unoriented,selfint	71593	open/h1/c1/z42/v98632.9	wt/h0/c1/z0/v98633.4	better:wt,holes-,degen-	0	0	completed	open/h1/c1/z42	wt/h0/c1/z0
428602	clean	25736	wt/h0/c1/z0/v728.6	wt/h0/c1/z0/v728.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
429307	nmV,nmE,dup,selfint	24688	wt/h0/c1/z0/v18530.4	wt/h0/c1/z0/v18530.3	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
430857	nmV	49190	wt/h0/c1/z0/v18435.2	wt/h0/c1/z0/v18435.2	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
441725	multi	50154	wt/h0/c14/z8/v13587.6	wt/h0/c14/z0/v13586.2	better:degen-	0	0	completed	wt/h0/c14/z8	wt/h0/c14/z0
449997	nmV,nmE,degen,dup,unoriented,selfint	398	wt/h0/c1/z4/v20379.3	wt/h0/c1/z0/v20379.3	better:degen-	0	0	completed	wt/h0/c1/z4	wt/h0/c1/z0
462526	clean	3356	wt/h0/c1/z0/v5961.6	wt/h0/c1/z0/v5961.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
470464	clean	75806	wt/h0/c1/z1/v345866.1	wt/h0/c1/z0/v345865.1	better:degen-	0	0	completed	wt/h0/c1/z1	wt/h0/c1/z0
472000	clean	15722	wt/h0/c1/z378/v3772.3	wt/h0/c1/z0/v3768.2	better:degen-	0	0	completed	wt/h0/c1/z378	wt/h0/c1/z0
472022	clean	130126	wt/h0/c1/z39/v150877.9	wt/h0/c1/z0/v150879.4	better:degen-	0	0	completed	wt/h0/c1/z39	wt/h0/c1/z0
472082	clean	1612	wt/h0/c1/z0/v11768.5	wt/h0/c1/z0/v11768.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
472095	clean	1620	wt/h0/c1/z0/v404.5	wt/h0/c1/z0/v404.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
472118	clean	37174	wt/h0/c1/z3/v1052.7	wt/h0/c1/z0/v1052.7	better:degen-	0	0	completed	wt/h0/c1/z3	wt/h0/c1/z0
472133	clean	4866	wt/h0/c1/z9/v13783.5	wt/h0/c1/z0/v13783.3	better:degen-	0	0	completed	wt/h0/c1/z9	wt/h0/c1/z0
472155	clean	10424	wt/h0/c1/z15/v20080.7	wt/h0/c1/z0/v20230.2	better:degen-	0	0	completed	wt/h0/c1/z15	wt/h0/c1/z0
472201	clean	5572	wt/h0/c1/z1/v12.7	wt/h0/c1/z0/v12.7	better:degen-	0	0	completed	wt/h0/c1/z1	wt/h0/c1/z0
488049	clean	46072	wt/h0/c1/z0/v22908.8	wt/h0/c1/z0/v22908.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
502009	selfint	8816	wt/h0/c1/z0/v602.9	wt/h0/c1/z0/v602.9	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
514852	clean	6140	wt/h0/c1/z0/v90.7	wt/h0/c1/z0/v90.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
543707	open	16193	wt/h0/c1/z0/v5957.5	wt/h0/c1/z0/v5957.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
548879	open,selfint	81404	wt/h0/c1/z154/v15451.8	wt/h0/c1/z0/v15452	better:degen-	0	0	completed	wt/h0/c1/z154	wt/h0/c1/z0
550198	clean	29606	wt/h0/c1/z5/v3519.6	wt/h0/c1/z0/v3519.6	better:degen-	0	0	completed	wt/h0/c1/z5	wt/h0/c1/z0
567039	clean	348	wt/h0/c1/z0/v349.6	wt/h0/c1/z0/v349.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
567041	clean	1044	wt/h0/c1/z0/v2039.2	wt/h0/c1/z0/v2039.2	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
591237	selfint	1638	wt/h0/c1/z4/v22318.2	wt/h0/c1/z0/v22318.2	better:degen-	0	0	completed	wt/h0/c1/z4	wt/h0/c1/z0
609436	selfint	25264	wt/h0/c1/z5/v1917.8	wt/h0/c1/z0/v1918	better:degen-	0	0	completed	wt/h0/c1/z5	wt/h0/c1/z0
621686	clean	16046	wt/h0/c1/z0/v87.5	wt/h0/c1/z0/v87.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
627441	clean	1316	wt/h0/c1/z0/v4829.4	wt/h0/c1/z0/v4829.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
636802	clean	41300	wt/h0/c1/z42/v1794.6	wt/h0/c1/z0/v1794.6	better:degen-	0	0	completed	wt/h0/c1/z42	wt/h0/c1/z0
674846	clean	776	wt/h0/c1/z0/v1022.8	wt/h0/c1/z0/v1022.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
697207	clean	5126	wt/h0/c1/z0/v4153.9	wt/h0/c1/z0/v4153.9	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
702397	selfint	2228	wt/h0/c1/z0/v298.6	wt/h0/c1/z0/v298.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
702407	clean	1752	wt/h0/c1/z0/v2480.9	wt/h0/c1/z0/v2480.9	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
740393	clean	37430	wt/h0/c1/z0/v0.5	wt/h0/c1/z0/v0.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
779999	selfint	2644	wt/h0/c1/z0/v1045.6	wt/h0/c1/z0/v1045.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
789072	clean	36334	wt/h0/c1/z9/v4065.9	wt/h0/c1/z0/v4065.9	better:degen-	0	0	completed	wt/h0/c1/z9	wt/h0/c1/z0
789795	selfint	182984	wt/h0/c1/z62/v2879	wt/h0/c1/z0/v2881.3	better:degen-	0	0	completed	wt/h0/c1/z62	wt/h0/c1/z0
814661	clean	2830	wt/h0/c1/z0/v880.3	wt/h0/c1/z0/v880.3	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
814663	nmV,nmE,dup,multi,selfint	2926	wt/h0/c5/z5/v2636.6	wt/h0/c4/z0/v2636.6	better:degen-,comps-	0	0	completed	wt/h0/c5/z5	wt/h0/c4/z0
815484	clean	679866	wt/h0/c1/z0/v561078.6	wt/h0/c1/z0/v561087.3	same	0	0	(>20MB, skipped)	wt/h0/c1/z0	wt/h0/c1/z0
816594	multi,selfint	101304	wt/h0/c2/z827/v9253.9	wt/h0/c2/z0/v9253.8	better:degen-	0	0	completed	wt/h0/c2/z827	wt/h0/c2/z0
839694	multi	1614	wt/h0/c6/z0/v12814.2	wt/h0/c6/z0/v12814.2	same	0	0	completed	wt/h0/c6/z0	wt/h0/c6/z0
849724	selfint	1246	wt/h0/c1/z0/v31177.1	wt/h0/c1/z0/v31177.1	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
849726	clean	868	wt/h0/c1/z0/v91390.8	wt/h0/c1/z0/v91390.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
852089	open,selfint	566	wt/h0/c1/z0/v1838	wt/h0/c1/z0/v1838	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
914684	multi	15588	wt/h0/c2/z0/v2993.4	wt/h0/c2/z0/v2993.4	same	0	0	completed	wt/h0/c2/z0	wt/h0/c2/z0
931879	selfint	5000	wt/h0/c1/z26/v5961.3	wt/h0/c1/z0/v5961.3	better:degen-	0	0	completed	wt/h0/c1/z26	wt/h0/c1/z0
940382	clean	2016	wt/h0/c1/z0/v2858.6	wt/h0/c1/z0/v2858.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
956446	clean	34450	wt/h0/c1/z0/v5860.4	wt/h0/c1/z0/v5860.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
996800	nmV,multi,selfint	33180	exit_124	wt/h0/c6/z2/v13006.9	better(0.5.0 exit_124)	3	0	completed	timeout:fixNormals	wt/h0/c6/z2
996806	clean	5980	wt/h0/c1/z0/v13800.5	wt/h0/c1/z0/v13800.3	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1009280	degen,selfint	2046	wt/h0/c1/z10/v49963.1	wt/h0/c1/z0/v49963.2	better:degen-	0	0	completed	wt/h0/c1/z10	wt/h0/c1/z0
1013014	open,selfint	23312	wt/h0/c1/z0/v111594.4	wt/h0/c1/z0/v111594.8	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1018273	clean	480	wt/h0/c1/z0/v9147.4	wt/h0/c1/z0/v9147.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1036311	clean	2208	wt/h0/c1/z2/v2286.9	wt/h0/c1/z0/v2286.6	better:degen-	0	0	completed	wt/h0/c1/z2	wt/h0/c1/z0
1036396	clean	1926	wt/h0/c1/z0/v124.2	wt/h0/c1/z0/v124.2	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1036468	replacement	4592	wt/h0/c1/z14/v6462.5	wt/h0/c1/z0/v6462.4	better:degen-	0	0	completed	wt/h0/c1/z14	wt/h0/c1/z0
1036657	clean	8956	wt/h0/c1/z4/v12246.7	wt/h0/c1/z0/v12246.5	better:degen-	0	0	completed	wt/h0/c1/z4	wt/h0/c1/z0
1038433	degen,multi,selfint	324	wt/h0/c3/z1/v13149.7	wt/h0/c3/z0/v13149.7	better:degen-	0	0	completed	wt/h0/c3/z1	wt/h0/c3/z0
1063856	nmV,open	28080	wt/h0/c1/z0/v60011.6	wt/h0/c1/z0/v60014.4	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1093113	degen,multi,selfint	296	wt/h0/c4/z4/v7100.2	wt/h0/c4/z0/v7100.2	better:degen-	0	0	completed	wt/h0/c4/z4	wt/h0/c4/z0
1146162	clean	694	wt/h0/c1/z0/v1070.5	wt/h0/c1/z0/v1070.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1146186	clean	1954	wt/h0/c1/z0/v2774.6	wt/h0/c1/z0/v2774.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1146187	clean	3644	wt/h0/c1/z0/v3273.7	wt/h0/c1/z0/v3273.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1179044	degen,selfint	77634	wt/h0/c1/z58/v3409.3	wt/h0/c1/z0/v3409.3	better:degen-	0	0	(>20MB, skipped)	wt/h0/c1/z58	wt/h0/c1/z0
1207659	clean	986	wt/h0/c1/z0/v1378.1	wt/h0/c1/z0/v1378.1	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1211693	nmV,nmE,degen,unoriented,selfint	361	open/h4/c3/z1/v10626.6	wt/h0/c1/z0/v8990	better:wt,holes-,degen-,comps-	0	0	completed	open/h4/c3/z1	wt/h0/c1/z0
1220293	selfint	50098	wt/h0/c1/z18/v24127.9	wt/h0/c1/z0/v24127.8	better:degen-	0	0	completed	wt/h0/c1/z18	wt/h0/c1/z0
1228197	nmV,open	826	wt/h0/c1/z0/v1424.7	wt/h0/c1/z0/v1424.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1312963	selfint	20028	wt/h0/c1/z0/v5697.5	wt/h0/c1/z0/v5697.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1344041	clean	64	wt/h0/c1/z0/v77066.3	wt/h0/c1/z0/v77066.3	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1356638	degen,selfint	62270	wt/h0/c1/z4/v3324.3	wt/h0/c1/z0/v3324.3	better:degen-	0	0	completed	wt/h0/c1/z4	wt/h0/c1/z0
1396904	selfint	130310	wt/h0/c1/z8/v3831.2	wt/h0/c1/z0/v3831.2	better:degen-	0	0	completed	wt/h0/c1/z8	wt/h0/c1/z0
1411689	degen,selfint	200000	wt/h0/c1/z18/v5882.2	wt/h0/c1/z0/v5882.2	better:degen-	0	0	completed	wt/h0/c1/z18	wt/h0/c1/z0
1432741	clean	1064	wt/h0/c1/z0/v7213.6	wt/h0/c1/z0/v7213.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1436278	clean	18610	wt/h0/c1/z3/v79166.6	wt/h0/c1/z0/v79166.4	better:degen-	0	0	completed	wt/h0/c1/z3	wt/h0/c1/z0
1458683	nmV,nmE,degen,unoriented,selfint	34704	wt/h0/c1/z0/v10641	wt/h0/c1/z0/v10640.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1458688	clean	7736	wt/h0/c1/z0/v6568.5	wt/h0/c1/z0/v6568.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1490842	clean	1804	wt/h0/c1/z0/v503.6	wt/h0/c1/z0/v503.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1582393	clean	1708	wt/h0/c1/z0/v32250.6	wt/h0/c1/z0/v32250.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1582415	clean	116	wt/h0/c1/z0/v5897.5	wt/h0/c1/z0/v5897.5	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1582428	clean	148	wt/h0/c1/z0/v20303.9	wt/h0/c1/z0/v20303.9	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1582431	clean	62	wt/h0/c1/z0/v38754.8	wt/h0/c1/z0/v38754.7	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1582435	clean	356	wt/h0/c1/z0/v54067.6	wt/h0/c1/z0/v54067.6	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
1614064	clean	2922	wt/h0/c1/z0/v28995.2	wt/h0/c1/z0/v28995.2	same	0	0	completed	wt/h0/c1/z0	wt/h0/c1/z0
